Unnamed: 0,REPORTING_DATE,into_default_flag,PD
1708,10/31/2013,0,5.15e-05
1709,5/31/2015,0,5.3299999999999995e-05
1710,10/31/2018,0,5.9999999999999995e-05
1711,4/30/2013,0,6.0599999999999996e-05
1712,5/31/2017,0,5.2600000000000005e-05
1713,5/31/2014,0,0.0001
1714,2/28/2013,0,5.36e-05
1715,8/31/2018,0,5.6000000000000006e-05
1716,3/31/2011,0,5.3299999999999995e-05
1717,11/30/2015,0,6.0299999999999995e-05
1718,4/30/2014,0,5.27e-05
1719,8/31/2008,0,8.68e-05
1720,5/31/2018,0,6.24e-05
1721,9/30/2006,0,6.14e-05
1722,1/31/2013,0,8.71e-05
1723,1/31/2019,0,5.739999999999999e-05
1724,8/31/2009,0,5.27e-05
1725,1/31/2010,0,8.290000000000001e-05
1726,2/28/2019,0,6.02e-05
1727,2/29/2016,0,6.14e-05
1728,11/30/2017,0,6.08e-05
1729,9/30/2018,0,5.36e-05
1730,8/31/2015,0,5.3e-05
1731,3/31/2016,0,5.3200000000000006e-05
1732,1/31/2019,0,6.14e-05
1733,8/31/2008,0,5.3200000000000006e-05
1734,2/29/2016,0,5.27e-05
1735,8/31/2019,0,5.3e-05
1736,5/31/2016,0,5.3400000000000004e-05
1737,8/31/2012,0,8.740000000000001e-05
1738,12/31/2017,0,4.98e-05
1739,6/30/2016,0,8.72e-05
1740,9/30/2018,0,6.08e-05
1741,12/31/2010,0,5.3200000000000006e-05
1742,6/30/2016,0,6.13e-05
1743,8/31/2018,0,6.14e-05
1744,1/31/2009,0,9.25e-05
1745,12/31/2017,0,6.07e-05
1746,10/31/2011,0,9.48e-05
1747,12/31/2013,0,6.12e-05
1748,6/30/2011,0,5.379999999999999e-05
1749,12/31/2015,0,9.84e-05
1750,8/31/2019,0,6.12e-05
1751,8/31/2016,0,6.14e-05
1752,6/30/2018,0,5.99e-05
1753,6/30/2019,0,5.379999999999999e-05
1754,2/28/2019,0,6.04e-05
1755,5/31/2018,0,5.3700000000000004e-05
1756,11/30/2016,0,6.13e-05
1757,2/29/2012,0,8.62e-05
1758,6/30/2010,0,5.31e-05
1759,3/31/2016,0,6.3e-05
1760,8/31/2014,0,5.31e-05
1761,1/31/2015,0,5.7999999999999994e-05
1762,4/30/2018,0,4.96e-05
1763,8/31/2007,0,5.27e-05
1764,8/31/2019,0,6.08e-05
1765,5/31/2011,0,5.3700000000000004e-05
1766,1/31/2013,0,8.669999999999999e-05
1767,5/31/2017,0,5.3200000000000006e-05
1768,8/31/2009,0,0.00010048899999999999
1769,12/31/2016,0,6.14e-05
1770,3/31/2018,0,6.11e-05
1771,9/30/2019,0,5.5700000000000005e-05
1772,1/31/2013,0,5.44e-05
1773,4/30/2018,0,8.950000000000001e-05
1774,4/30/2018,0,6.14e-05
1775,11/30/2018,0,6.0899999999999996e-05
1776,9/30/2008,0,6.0899999999999996e-05
1777,4/30/2011,0,6.1e-05
1778,4/30/2013,0,5.2000000000000004e-05
1779,11/30/2013,0,6.0299999999999995e-05
1780,5/31/2019,0,9.27e-05
1781,3/31/2012,0,6.08e-05
1782,2/28/2014,0,4.95e-05
1783,9/30/2019,0,5.98e-05
1784,12/31/2017,0,6.14e-05
1785,7/31/2007,0,5.28e-05
1786,1/31/2015,0,8.690000000000001e-05
1787,2/28/2017,0,5.16e-05
1788,8/31/2019,0,5.3200000000000006e-05
1789,8/31/2009,0,5.3299999999999995e-05
1790,1/31/2013,0,6.13e-05
1791,10/31/2017,0,5.21e-05
1792,8/31/2008,0,6.14e-05
1793,6/30/2012,0,8.73e-05
1794,6/30/2018,0,6.14e-05
1795,12/31/2014,0,6.12e-05
1796,5/31/2016,0,6.07e-05
1797,5/31/2010,0,5.79e-05
1798,10/31/2012,0,6.01e-05
1799,4/30/2018,0,9.609999999999999e-05
1800,12/31/2009,0,5.24e-05
1801,9/30/2015,0,5.4000000000000005e-05
1802,5/31/2015,0,6.11e-05
1803,12/31/2014,0,5.3200000000000006e-05
1804,5/31/2017,0,5.05e-05
1805,7/31/2018,0,5.24e-05
1806,1/31/2013,0,6.12e-05
1807,6/30/2017,0,5.0600000000000003e-05
1808,6/30/2014,0,6.1e-05
1809,11/30/2009,0,4.88e-05
1810,11/30/2018,1,0.989801424
1811,7/31/2016,0,5.94e-05
1812,8/31/2018,0,5.27e-05
1813,1/31/2018,0,5.99e-05
1814,8/31/2019,0,0.00028430400000000003
1815,2/28/2019,0,5.31e-05
1816,12/31/2014,0,5.21e-05
1817,1/31/2012,0,5.429999999999999e-05
1818,4/30/2014,0,5.8899999999999995e-05
1819,10/31/2010,0,8.56e-05
1820,5/31/2018,0,6.14e-05
1821,12/31/2016,0,5.27e-05
1822,7/31/2015,0,5.01e-05
1823,4/30/2017,0,5.7600000000000004e-05
1824,10/31/2014,0,6.29e-05
1825,9/30/2016,0,6.14e-05
1826,5/31/2017,0,5.16e-05
1827,2/28/2009,0,5.3200000000000006e-05
1828,12/31/2018,0,5.2900000000000005e-05
1829,10/31/2011,0,5.17e-05
1830,4/30/2016,0,4.96e-05
1831,10/31/2008,0,6.17e-05
1832,11/30/2016,0,6.13e-05
1833,11/30/2017,0,5.25e-05
1834,9/30/2018,0,5.24e-05
1835,8/31/2009,0,6.08e-05
1836,8/31/2017,0,6.1e-05
1837,10/31/2011,0,6.19e-05
1838,4/30/2019,0,6.04e-05
1839,6/30/2015,0,9.25e-05
1840,12/31/2016,0,5.28e-05
1841,7/31/2018,0,5.12e-05
1842,7/31/2016,0,5.21e-05
1843,5/31/2013,0,5.3299999999999995e-05
1844,11/30/2012,0,5.31e-05
1845,1/31/2017,0,6.02e-05
1846,2/29/2012,0,5.2600000000000005e-05
1847,5/31/2013,0,4.95e-05
1848,7/31/2019,0,5.920000000000001e-05
1849,3/31/2016,0,5.3200000000000006e-05
1850,10/31/2010,0,5.489999999999999e-05
1851,3/31/2017,0,5.11e-05
1852,2/28/2014,0,5.21e-05
1853,4/30/2014,0,6.26e-05
1854,7/31/2015,0,6.01e-05
1855,8/31/2011,0,5.24e-05
1856,6/30/2018,0,5.25e-05
1857,11/30/2009,0,5.4000000000000005e-05
1858,5/31/2011,0,4.98e-05
1859,3/31/2009,0,5.21e-05
1860,4/30/2019,0,5.28e-05
1861,7/31/2019,0,9.940000000000002e-05
1862,10/31/2015,0,5.28e-05
1863,10/31/2015,0,5.2900000000000005e-05
1864,10/31/2014,0,5.3e-05
1865,9/30/2018,0,5.36e-05
1866,1/31/2017,0,5.3299999999999995e-05
1867,10/31/2017,0,5.21e-05
1868,6/30/2016,0,6.0599999999999996e-05
1869,5/31/2017,0,5.1e-05
1870,1/31/2012,0,5.2600000000000005e-05
1871,2/28/2013,0,9.96e-05
1872,11/30/2016,0,4.99e-05
1873,6/30/2012,0,5.91e-05
1874,12/31/2018,0,6.1e-05
1875,11/30/2007,0,5.9999999999999995e-05
1876,9/30/2014,0,8.759999999999999e-05
1877,1/31/2018,0,6.13e-05
1878,5/31/2019,0,6.0899999999999996e-05
1879,10/31/2016,0,6.07e-05
1880,4/30/2019,0,6.1e-05
1881,1/31/2019,0,5.28e-05
1882,8/31/2014,0,6.14e-05
1883,6/30/2019,0,5.3200000000000006e-05
1884,5/31/2018,0,8.58e-05
1885,2/29/2016,0,5.31e-05
1886,7/31/2019,0,8.8e-05
1887,8/31/2009,0,8.73e-05
1888,12/31/2017,0,5.479999999999999e-05
1889,12/31/2014,0,5.3200000000000006e-05
1890,10/31/2017,0,5.9699999999999994e-05
1891,6/30/2012,0,5.379999999999999e-05
1892,11/30/2018,0,5.28e-05
1893,8/31/2016,0,5.94e-05
1894,5/31/2015,0,5.28e-05
1895,4/30/2016,0,6.13e-05
1896,12/31/2018,0,4.8899999999999996e-05
1897,12/31/2017,0,5.920000000000001e-05
1898,8/31/2017,0,6.0899999999999996e-05
1899,4/30/2008,0,0.000102109
1900,2/28/2018,0,8.27e-05
1901,4/30/2019,0,8.669999999999999e-05
1902,10/31/2016,0,6.14e-05
1903,3/31/2008,0,8.73e-05
1904,3/31/2017,0,5.479999999999999e-05
1905,3/31/2018,0,5.3200000000000006e-05
1906,9/30/2016,0,6.1e-05
1907,12/31/2013,0,5.08e-05
1908,1/31/2012,0,5.2600000000000005e-05
1909,11/30/2017,0,5.2300000000000004e-05
1910,12/31/2018,0,5.5e-05
1911,2/29/2016,0,5.3400000000000004e-05
1912,5/31/2016,0,9.93e-05
1913,6/30/2016,0,6.14e-05
1914,8/31/2015,0,8.690000000000001e-05
1915,5/31/2017,0,5.08e-05
1916,9/30/2011,0,8.759999999999999e-05
1917,11/30/2016,0,5.4000000000000005e-05
1918,9/30/2013,0,8.690000000000001e-05
1919,9/30/2011,0,5.2900000000000005e-05
1920,5/31/2016,0,4.8599999999999995e-05
1921,4/30/2012,0,8.56e-05
1922,4/30/2019,0,5.0600000000000003e-05
1923,10/31/2011,0,8.46e-05
1924,2/29/2008,0,5.99e-05
1925,11/30/2016,0,5.28e-05
1926,6/30/2008,0,8.950000000000001e-05
1927,2/28/2014,0,9.95e-05
1928,10/31/2015,0,5.6999999999999996e-05
1929,7/31/2017,0,8.7e-05
1930,3/31/2015,0,5.28e-05
1931,3/31/2012,0,8.32e-05
1932,6/30/2017,0,5.91e-05
1933,7/31/2007,0,0.000101406
1934,8/31/2018,0,6.14e-05
1935,8/31/2012,0,5.2900000000000005e-05
1936,1/31/2013,0,5.2900000000000005e-05
1937,7/31/2012,0,8.7e-05
1938,9/30/2018,0,8.690000000000001e-05
1939,5/31/2012,0,0.000100586
1940,5/31/2017,0,5.920000000000001e-05
1941,10/31/2018,0,5.24e-05
1942,8/31/2015,0,5.05e-05
1943,9/30/2019,0,6.14e-05
1944,12/31/2018,0,5.25e-05
1945,7/31/2009,0,5.6200000000000004e-05
1946,11/30/2015,0,8.68e-05
1947,5/31/2013,0,5.8899999999999995e-05
1948,9/30/2016,0,5.24e-05
1949,6/30/2008,0,8.14e-05
1950,1/31/2019,0,6.2e-05
1951,3/31/2018,0,5.31e-05
1952,11/30/2017,0,8.66e-05
1953,12/31/2017,0,5.2600000000000005e-05
1954,4/30/2012,0,5.3200000000000006e-05
1955,3/31/2007,0,8.609999999999999e-05
1956,8/31/2013,0,4.95e-05
1957,2/28/2007,0,6.12e-05
1958,11/30/2018,0,5.9999999999999995e-05
1959,9/30/2011,0,5.3e-05
1960,10/31/2016,0,8.690000000000001e-05
1961,6/30/2011,0,0.000100368
1962,3/31/2015,0,5.21e-05
1963,12/31/2015,0,5.3299999999999995e-05
1964,1/31/2013,0,8.71e-05
1965,3/31/2011,0,6.01e-05
1966,7/31/2017,0,5.8899999999999995e-05
1967,8/31/2018,0,5.08e-05
1968,3/31/2018,0,6.0599999999999996e-05
1969,10/31/2015,0,6.08e-05
1970,9/30/2010,0,4.88e-05
1971,8/31/2017,0,5.13e-05
1972,9/30/2011,0,5.41e-05
1973,8/31/2018,0,5.13e-05
1974,8/31/2010,0,5.17e-05
1975,11/30/2018,0,5.36e-05
1976,5/31/2018,0,0.000173785
1977,2/29/2012,0,6.0599999999999996e-05
1978,8/31/2019,0,5.14e-05
1979,4/30/2018,0,6.02e-05
1980,11/30/2011,0,5.489999999999999e-05
1981,2/28/2013,0,5.28e-05
1982,8/31/2015,0,6.1e-05
1983,7/31/2015,0,6.04e-05
1984,6/30/2011,0,5.9499999999999996e-05
1985,11/30/2012,0,5.39e-05
1986,11/30/2017,0,5.429999999999999e-05
1987,7/31/2017,0,5.0600000000000003e-05
1988,7/31/2015,0,5.2900000000000005e-05
1989,12/31/2013,0,5.3299999999999995e-05
1990,10/31/2010,0,5.27e-05
1991,6/30/2018,0,5.3e-05
1992,9/30/2013,0,6.0599999999999996e-05
1993,4/30/2019,0,5.9499999999999996e-05
1994,10/31/2017,0,6.1e-05
1995,9/30/2019,0,6.1e-05
1996,12/31/2015,0,5.379999999999999e-05
1997,6/30/2019,0,6.0299999999999995e-05
1998,3/31/2009,0,5.3200000000000006e-05
1999,8/31/2018,0,6.11e-05
2000,11/30/2016,0,5.31e-05
2001,4/30/2019,0,4.8700000000000005e-05
2002,6/30/2015,0,8.71e-05
2003,11/30/2012,0,5.2300000000000004e-05
2004,6/30/2009,0,5.28e-05
2005,1/31/2008,0,6.18e-05
2006,9/30/2015,0,5.25e-05
2007,6/30/2018,0,4.91e-05
2008,6/30/2017,0,5.3299999999999995e-05
2009,2/28/2019,0,5.3200000000000006e-05
2010,12/31/2018,0,5.28e-05
2011,9/30/2010,0,5.479999999999999e-05
2012,9/30/2019,0,5.28e-05
2013,3/31/2019,0,5.2300000000000004e-05
2014,12/31/2010,0,5.14e-05
2015,5/31/2015,0,5.2000000000000004e-05
2016,9/30/2006,0,8.75e-05
2017,9/30/2011,0,6.05e-05
2018,3/31/2017,0,5.7799999999999995e-05
2019,7/31/2018,0,6.13e-05
2020,11/30/2011,0,5.3299999999999995e-05
2021,5/31/2009,0,5.429999999999999e-05
2022,12/31/2016,0,6.14e-05
2023,2/28/2013,0,8.71e-05
2024,9/30/2016,0,5.88e-05
2025,12/31/2011,0,8.609999999999999e-05
2026,6/30/2010,0,5.3200000000000006e-05
2027,11/30/2018,0,5.3e-05
2028,11/30/2015,0,6.12e-05
2029,4/30/2017,0,8.41e-05
2030,11/30/2018,0,5.27e-05
2031,12/31/2014,0,6.34e-05
2032,12/31/2010,0,0.000103412
2033,3/31/2014,0,6.1e-05
2034,5/31/2016,0,5.3200000000000006e-05
2035,3/31/2015,0,5.2900000000000005e-05
2036,8/31/2015,0,4.99e-05
2037,9/30/2009,0,5.45e-05
2038,8/31/2016,0,4.8599999999999995e-05
2039,4/30/2015,0,8.28e-05
2040,2/28/2014,0,5.0600000000000003e-05
2041,2/28/2013,0,6.14e-05
2042,8/31/2018,0,5.379999999999999e-05
2043,12/31/2018,0,5.24e-05
2044,7/31/2013,0,8.41e-05
2045,1/31/2012,0,5.3299999999999995e-05
2046,5/31/2017,0,6.08e-05
2047,10/31/2016,0,6.05e-05
2048,10/31/2010,0,6.05e-05
2049,12/31/2010,0,6.0299999999999995e-05
2050,1/31/2019,1,0.989692861
2051,8/31/2017,0,5.99e-05
2052,11/30/2012,0,5.3299999999999995e-05
2053,5/31/2010,0,5.27e-05
2054,2/29/2012,0,6.0599999999999996e-05
2055,6/30/2016,0,5.11e-05
2056,9/30/2011,0,0.000100046
2057,8/31/2019,0,5.28e-05
2058,10/31/2016,0,6.27e-05
2059,10/31/2014,0,8.66e-05
2060,4/30/2014,0,9.1e-05
2061,9/30/2018,0,5.9499999999999996e-05
2062,12/31/2011,0,6.18e-05
2063,9/30/2018,0,5.31e-05
2064,10/31/2016,0,6.2e-05
2065,11/30/2008,0,9.290000000000001e-05
2066,5/31/2016,0,5.28e-05
2067,9/30/2010,0,6.11e-05
2068,4/30/2012,0,8.420000000000001e-05
2069,11/30/2017,0,6.0899999999999996e-05
2070,3/31/2016,0,6.1e-05
2071,9/30/2014,0,5.12e-05
2072,3/31/2010,0,5.42e-05
2073,1/31/2014,0,5.18e-05
2074,6/30/2015,0,5.429999999999999e-05
2075,3/31/2017,0,5.21e-05
2076,10/31/2018,0,0.000101427
2077,9/30/2018,0,5.2600000000000005e-05
2078,4/30/2009,0,5.31e-05
2079,6/30/2019,0,5.31e-05
2080,7/31/2008,0,9.290000000000001e-05
2081,4/30/2013,0,8.41e-05
2082,4/30/2018,0,5.28e-05
2083,1/31/2014,0,5.3200000000000006e-05
2084,1/31/2017,0,5.2900000000000005e-05
2085,4/30/2010,0,8.7e-05
2086,2/28/2015,0,6.11e-05
2087,8/31/2019,0,6.1e-05
2088,2/28/2014,0,5.08e-05
2089,4/30/2018,0,8.79e-05
2090,5/31/2017,0,5.45e-05
2091,7/31/2018,0,6.13e-05
2092,9/30/2019,0,6.12e-05
2093,7/31/2014,0,5.21e-05
2094,9/30/2013,0,5.16e-05
2095,4/30/2016,0,6.13e-05
2096,6/30/2011,0,5.07e-05
2097,1/31/2009,0,5.98e-05
2098,7/31/2019,0,5.3200000000000006e-05
2099,6/30/2011,0,5.28e-05
2100,6/30/2014,0,0.000101215
2101,8/31/2017,0,8.73e-05
2102,5/31/2015,0,5.4600000000000006e-05
2103,9/30/2008,0,5.28e-05
2104,5/31/2018,0,5.31e-05
2105,12/31/2013,0,5.3e-05
2106,4/30/2018,0,5.3200000000000006e-05
2107,9/30/2007,0,8.41e-05
2108,1/31/2019,0,5.28e-05
2109,6/30/2019,0,5.3299999999999995e-05
2110,1/31/2013,0,5.2900000000000005e-05
2111,9/30/2018,0,5.0600000000000003e-05
2112,11/30/2018,0,5.31e-05
2113,6/30/2011,0,5.3400000000000004e-05
2114,5/31/2009,0,8.94e-05
2115,12/31/2017,0,5.03e-05
2116,8/31/2018,0,5.8899999999999995e-05
2117,7/31/2017,0,5.21e-05
2118,5/31/2018,0,5.2000000000000004e-05
2119,10/31/2009,0,5.31e-05
2120,2/29/2012,0,5.11e-05
2121,9/30/2019,0,5.3299999999999995e-05
2122,5/31/2018,0,8.75e-05
2123,8/31/2011,0,6.11e-05
2124,6/30/2013,0,5.2300000000000004e-05
2125,9/30/2019,0,0.000101015
2126,12/31/2018,0,5.4000000000000005e-05
2127,1/31/2013,0,6.14e-05
2128,8/31/2019,0,6.31e-05
2129,9/30/2012,0,6.51e-05
2130,2/29/2012,0,6.05e-05
2131,2/28/2019,0,6.05e-05
2132,11/30/2011,0,5.91e-05
2133,4/30/2016,0,0.000175939
2134,2/28/2017,0,5e-05
2135,4/30/2017,0,6.11e-05
2136,7/31/2018,0,5.14e-05
2137,6/30/2016,0,6.1e-05
2138,1/31/2014,0,5.41e-05
2139,2/28/2018,0,5.21e-05
2140,12/31/2017,0,6.08e-05
2141,6/30/2009,0,5.6399999999999995e-05
2142,12/31/2018,0,5.98e-05
2143,5/31/2017,0,6.08e-05
2144,1/31/2017,0,6.12e-05
2145,3/31/2014,0,5.98e-05
2146,7/31/2019,0,5.3200000000000006e-05
2147,11/30/2009,0,6.0299999999999995e-05
2148,9/30/2017,0,6.14e-05
2149,5/31/2015,0,5.2900000000000005e-05
2150,3/31/2011,0,6.0599999999999996e-05
2151,6/30/2011,0,5.27e-05
2152,11/30/2016,0,8.32e-05
2153,1/31/2016,0,5.31e-05
2154,9/30/2013,0,5.11e-05
2155,2/28/2010,0,6.0299999999999995e-05
2156,3/31/2008,0,5.31e-05
2157,1/31/2014,0,6.1e-05
2158,12/31/2013,0,5.2600000000000005e-05
2159,11/30/2014,0,5.28e-05
2160,2/28/2018,0,6.14e-05
2161,8/31/2018,0,5.98e-05
2162,9/30/2009,0,6.11e-05
2163,11/30/2016,0,5.8599999999999995e-05
2164,12/31/2016,0,6.1e-05
2165,5/31/2018,0,5.96e-05
2166,3/31/2012,0,5.25e-05
2167,4/30/2019,0,6.18e-05
2168,11/30/2017,0,5e-05
2169,4/30/2019,0,5.27e-05
2170,5/31/2015,0,4.96e-05
2171,3/31/2013,0,5.31e-05
2172,8/31/2011,0,5.27e-05
2173,6/30/2019,0,8.78e-05
2174,10/31/2011,0,6.14e-05
2175,4/30/2019,0,6.27e-05
2176,8/31/2012,0,5.01e-05
2177,11/30/2014,0,5.19e-05
2178,11/30/2013,0,5.9499999999999996e-05
2179,9/30/2016,0,5.25e-05
2180,1/31/2014,0,5.6200000000000004e-05
2181,11/30/2010,0,5.2900000000000005e-05
2182,7/31/2012,0,5.18e-05
2183,6/30/2014,0,5.2900000000000005e-05
2184,6/30/2019,0,6.1e-05
2185,6/30/2009,0,6.02e-05
2186,6/30/2013,0,5.9499999999999996e-05
2187,1/31/2012,0,0.000101779
2188,12/31/2017,0,5.17e-05
2189,4/30/2010,0,4.99e-05
2190,4/30/2016,0,5.28e-05
2191,11/30/2013,0,8.52e-05
2192,10/31/2012,0,8.78e-05
2193,11/30/2012,0,5.6200000000000004e-05
2194,2/28/2010,0,5.3e-05
2195,6/30/2018,0,6.08e-05
2196,10/31/2016,0,6.0599999999999996e-05
2197,6/30/2015,0,5.8599999999999995e-05
2198,8/31/2016,0,5.28e-05
2199,7/31/2016,0,6.07e-05
2200,7/31/2019,0,5.99e-05
2201,4/30/2007,0,5.3e-05
2202,7/31/2016,0,6.11e-05
2203,9/30/2017,0,5.73e-05
2204,6/30/2006,0,6.13e-05
2205,11/30/2016,0,6.0599999999999996e-05
2206,9/30/2018,0,6.159999999999999e-05
2207,3/31/2019,0,5.21e-05
2208,10/31/2016,0,8.72e-05
2209,3/31/2015,0,6.15e-05
2210,8/31/2018,0,5.11e-05
2211,7/31/2011,0,5.8599999999999995e-05
2212,6/30/2018,0,6.26e-05
2213,9/30/2016,0,5.2000000000000004e-05
2214,4/30/2008,0,9.25e-05
2215,3/31/2018,0,5.21e-05
2216,1/31/2007,0,5.42e-05
2217,4/30/2017,0,5.3200000000000006e-05
2218,6/30/2016,0,6.1e-05
2219,3/31/2018,0,4.8700000000000005e-05
2220,5/31/2013,0,6.11e-05
2221,4/30/2019,0,9.990000000000002e-05
2222,6/30/2018,0,0.000100221
2223,10/31/2014,0,5.2600000000000005e-05
2224,12/31/2015,0,5.28e-05
2225,3/31/2011,0,8.71e-05
2226,11/30/2018,0,0.000100613
2227,7/31/2019,0,6.11e-05
2228,3/31/2018,0,5.0600000000000003e-05
2229,3/31/2010,0,6.08e-05
2230,6/30/2018,0,6.11e-05
2231,10/31/2008,0,5.2600000000000005e-05
2232,8/31/2014,0,5.99e-05
2233,8/31/2016,0,9.83e-05
2234,7/31/2009,0,6.14e-05
2235,10/31/2008,0,8.79e-05
2236,5/31/2019,0,9.259999999999999e-05
2237,6/30/2010,0,6.0899999999999996e-05
2238,7/31/2012,0,9.83e-05
2239,10/31/2017,0,5.22e-05
2240,10/31/2014,0,5.3200000000000006e-05
2241,12/31/2013,0,8.87e-05
2242,10/31/2011,0,5.2900000000000005e-05
2243,3/31/2009,0,5.520000000000001e-05
2244,8/31/2014,0,8.329999999999999e-05
2245,9/30/2019,0,6.14e-05
2246,5/31/2018,0,5.2600000000000005e-05
2247,3/31/2008,0,5.28e-05
2248,12/31/2016,0,5.25e-05
2249,5/31/2011,0,5.3e-05
2250,1/31/2019,1,0.99356237
2251,10/31/2017,0,6.02e-05
2252,6/30/2012,0,5.99e-05
2253,2/29/2016,0,5.3200000000000006e-05
2254,3/31/2018,0,6.18e-05
2255,5/31/2008,0,5.6200000000000004e-05
2256,5/31/2013,0,8.740000000000001e-05
2257,7/31/2019,0,6.21e-05
2258,3/31/2014,0,5.720000000000001e-05
2259,3/31/2013,0,6.05e-05
2260,5/31/2017,0,5.31e-05
2261,7/31/2010,0,5.31e-05
2262,4/30/2013,0,5.3299999999999995e-05
2263,2/28/2009,0,6.0599999999999996e-05
2264,2/28/2018,0,5.2900000000000005e-05
2265,11/30/2012,0,6.14e-05
2266,2/28/2017,0,6.0299999999999995e-05
2267,3/31/2019,0,5.39e-05
2268,8/31/2008,0,5.3299999999999995e-05
2269,6/30/2017,0,5.18e-05
2270,7/31/2010,0,5.3500000000000006e-05
2271,6/30/2014,0,5.99e-05
2272,6/30/2014,0,5.36e-05
2273,11/30/2006,0,5.4000000000000005e-05
2274,8/31/2017,0,4.98e-05
2275,9/30/2013,0,5.18e-05
2276,2/28/2019,0,6.13e-05
2277,1/31/2018,0,6.14e-05
2278,7/31/2014,0,4.8899999999999996e-05
2279,1/31/2018,0,6.07e-05
2280,3/31/2018,0,5.3400000000000004e-05
2281,6/30/2017,0,6.14e-05
2282,3/31/2017,0,6.08e-05
2283,9/30/2019,0,5.28e-05
2284,4/30/2012,0,5.2900000000000005e-05
2285,4/30/2019,0,5.28e-05
2286,7/31/2009,0,6.05e-05
2287,3/31/2013,0,5.05e-05
2288,8/31/2018,0,9.7e-05
2289,3/31/2016,0,5.21e-05
2290,8/31/2008,0,5.3e-05
2291,6/30/2014,0,6.11e-05
2292,7/31/2014,0,5.31e-05
2293,10/31/2018,0,5.85e-05
2294,6/30/2018,0,5.2900000000000005e-05
2295,5/31/2013,0,8.669999999999999e-05
2296,1/31/2008,0,5.22e-05
2297,11/30/2016,0,5.3e-05
2298,2/28/2019,0,6.04e-05
2299,1/31/2015,0,0.000282849
2300,6/30/2011,0,5.47e-05
2301,3/31/2012,0,9.259999999999999e-05
2302,4/30/2017,0,6.0899999999999996e-05
2303,1/31/2019,0,6.42e-05
2304,9/30/2009,0,6.14e-05
2305,2/28/2017,0,8.609999999999999e-05
2306,9/30/2019,0,5.31e-05
2307,10/31/2018,0,6.0599999999999996e-05
2308,1/31/2018,0,5.42e-05
2309,10/31/2018,0,5.2600000000000005e-05
2310,9/30/2012,0,5.0600000000000003e-05
2311,2/28/2017,0,5.25e-05
2312,2/29/2016,0,8.62e-05
2313,1/31/2018,0,5.27e-05
2314,8/31/2019,0,5.41e-05
2315,12/31/2008,0,8.57e-05
2316,8/31/2014,0,5.2600000000000005e-05
2317,8/31/2013,0,5.25e-05
2318,1/31/2018,0,8.78e-05
2319,9/30/2016,0,6.12e-05
2320,3/31/2016,0,5.3200000000000006e-05
2321,8/31/2008,0,6.12e-05
2322,11/30/2014,0,5.3700000000000004e-05
2323,8/31/2019,0,6.14e-05
2324,11/30/2016,0,4.8700000000000005e-05
2325,2/28/2019,0,0.00010201200000000001
2326,1/31/2011,0,8.420000000000001e-05
2327,11/30/2017,0,5.22e-05
2328,7/31/2019,0,0.000286254
2329,9/30/2014,0,5.47e-05
2330,5/31/2011,0,8.65e-05
2331,7/31/2019,0,5.11e-05
2332,4/30/2017,0,5.3200000000000006e-05
2333,10/31/2009,0,5.520000000000001e-05
2334,3/31/2018,0,5.3200000000000006e-05
2335,10/31/2016,0,5.15e-05
2336,10/31/2015,0,6.14e-05
2337,3/31/2019,0,5.45e-05
2338,10/31/2018,0,6.409999999999999e-05
2339,7/31/2019,0,0.000176529
2340,5/31/2018,0,0.000100584
2341,4/30/2009,0,6.22e-05
2342,8/31/2019,0,5.3e-05
2343,4/30/2018,0,5.21e-05
2344,4/30/2019,0,6.14e-05
2345,1/31/2016,0,6.07e-05
2346,2/28/2015,0,8.669999999999999e-05
2347,7/31/2011,0,5.3500000000000006e-05
2348,12/31/2011,0,6.14e-05
2349,1/31/2010,0,8.48e-05
2350,10/31/2017,0,5.24e-05
2351,4/30/2018,0,6.159999999999999e-05
2352,9/30/2012,0,5.3299999999999995e-05
2353,1/31/2019,0,6.17e-05
2354,9/30/2019,0,6.01e-05
2355,7/31/2019,0,5.3200000000000006e-05
2356,10/31/2016,0,6.05e-05
2357,10/31/2016,0,8.51e-05
2358,9/30/2013,0,5.08e-05
2359,2/28/2015,0,5.17e-05
2360,3/31/2012,0,5.42e-05
2361,7/31/2016,0,8.71e-05
2362,9/30/2017,0,5.45e-05
2363,12/31/2014,0,5.3299999999999995e-05
2364,2/28/2019,0,5.21e-05
2365,3/31/2015,0,5.4600000000000006e-05
2366,4/30/2011,0,6.11e-05
2367,11/30/2018,0,5.28e-05
2368,1/31/2014,0,5.02e-05
2369,10/31/2018,0,5.28e-05
2370,4/30/2019,0,6.29e-05
2371,4/30/2013,0,0.00010041799999999999
2372,11/30/2015,0,5.8299999999999994e-05
2373,5/31/2017,0,5.31e-05
2374,7/31/2019,0,5.25e-05
2375,4/30/2016,0,6.1e-05
2376,7/31/2015,0,4.91e-05
2377,1/31/2019,0,6.13e-05
2378,6/30/2017,0,6.08e-05
2379,9/30/2018,0,5.05e-05
2380,6/30/2016,0,8.7e-05
2381,3/31/2015,0,5.25e-05
2382,5/31/2008,0,8.73e-05
2383,1/31/2016,0,5.3200000000000006e-05
2384,3/31/2018,0,5.13e-05
2385,4/30/2008,0,5.9999999999999995e-05
2386,3/31/2014,0,6.23e-05
2387,12/31/2014,0,5.3500000000000006e-05
2388,7/31/2012,0,6.18e-05
